10th_percent,12th_percent,jee_rank,gender,cgpa,college_tier,college_name,branch,experience,experience_field,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,domain,referral,salary
89.1,74.7,9239,Male,8.7,Tier 1 - Other IIT/Top NIT,IIT Roorkee,EE,2,1.4,4,2,3,2,3,1,3,214,7,14,4,1,Smart Grids,No,2156449
96.1,71.9,250000,Female,8.42,Tier 4 - Other,Local State College,ME,1,0.4,1,1,0,3,4,4,2,166,5,19,2,0,Robotics,No,603041
85.8,74.9,154387,Female,7.92,Tier 4 - Other,Local State College,CSE,0,0.0,3,1,0,3,3,1,1,107,5,10,2,2,Cyber Security,No,480005
87.9,81.9,58022,Male,8.31,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,1,1.0,2,1,1,2,3,2,1,143,5,8,4,5,IoT Development,No,837669
91.3,84.4,34895,Female,7.89,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,2,1.3,1,1,1,3,2,2,2,197,9,15,1,0,Cyber Security,No,1216643
88.4,69.6,24745,Male,9.53,Tier 2 - Mid Colleges,BIT Mesra,Other,0,0.0,2,1,2,3,5,2,1,107,5,11,3,3,Research,Yes,1304273
84.1,84.5,54824,Female,8.75,Tier 3 - Private/State,VIT Vellore,CSE,1,0.6,4,1,2,3,3,4,1,163,5,13,3,2,Data Science,No,939551
87.2,85.4,250000,Other,8.14,Tier 4 - Other,Regional Institute,ME,0,0.0,5,1,1,1,3,2,1,102,4,13,1,2,Thermal Engineering,No,503997
81.9,73.5,145368,Male,9.48,Tier 4 - Other,Local State College,EE,2,1.6,7,3,0,4,3,3,0,212,3,13,6,3,Power Systems,No,573075
83.3,86.2,8746,Male,8.74,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ME,2,1.3,5,2,1,2,2,3,2,199,8,19,3,1,Robotics,No,2199581
84.8,75.0,12648,Female,8.04,Tier 2 - Mid Colleges,Thapar University,CSE,1,0.4,4,1,1,3,2,4,0,166,4,12,4,3,Cyber Security,No,1477536
86.4,102.1,34346,Male,7.29,Tier 2 - Mid Colleges,NSUT Delhi,Other,0,0.0,2,1,0,5,3,1,1,88,3,12,3,1,Core Engineering,No,1162704
79.1,71.1,28551,Female,9.38,Tier 2 - Mid Colleges,NIT Rourkela,ME,0,0.0,3,1,0,2,4,2,1,95,8,10,4,2,Thermal Engineering,No,1202470
85.4,85.8,10396,Other,9.21,Tier 2 - Mid Colleges,BIT Mesra,EE,4,2.6,9,4,1,3,2,4,3,304,4,20,3,0,Renewable Energy,No,1445241
81.6,79.8,3213,Female,9.58,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,0,0.0,3,1,0,2,3,3,1,122,2,6,0,2,VLSI Design,Yes,2153148
80.2,80.9,53137,Other,9.45,Tier 3 - Private/State,SRM Chennai,ECE,2,1.3,3,1,2,3,3,1,2,198,4,18,5,1,Embedded Systems,No,766599
81.2,77.3,8642,Female,8.15,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,1,0.6,2,1,1,3,3,4,1,159,4,11,2,1,Cyber Security,No,2410983
82.0,65.1,41278,Male,9.1,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,2,2.0,1,2,1,3,3,1,1,207,4,11,5,4,Embedded Systems,No,761307
83.1,70.0,25126,Other,8.25,Tier 2 - Mid Colleges,NIT Calicut,ECE,2,0.9,2,1,4,4,3,2,2,210,7,16,3,1,Embedded Systems,Yes,1429547
88.5,79.2,18897,Female,8.47,Tier 2 - Mid Colleges,NIT Rourkela,ME,1,0.4,5,1,3,3,3,2,1,138,6,14,1,1,Robotics,No,1253424
78.8,81.0,63891,Female,8.04,Tier 3 - Private/State,KIIT Bhubaneswar,ME,2,1.9,4,2,3,4,3,2,4,183,7,5,1,5,Robotics,No,888420
88.4,88.2,91301,Female,8.02,Tier 3 - Private/State,KIIT Bhubaneswar,CSE,4,2.9,6,4,2,4,2,1,3,312,11,11,2,5,Cyber Security,Yes,801276
93.6,68.8,15384,Male,8.5,Tier 2 - Mid Colleges,NIT Calicut,CSE,3,1.8,7,3,3,2,2,2,2,246,6,18,3,2,Data Science,No,1244601
83.2,85.2,15570,Other,7.06,Tier 2 - Mid Colleges,DTU Delhi,CSE,1,0.4,7,1,1,2,2,2,0,161,7,5,4,3,Machine Learning,Yes,1246956
83.1,75.4,13516,Other,7.25,Tier 2 - Mid Colleges,NIT Calicut,CSE,0,0.0,4,1,1,4,3,2,2,107,3,13,2,0,Machine Learning,No,1316323
102.1,82.4,31824,Female,10.4,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,3,2.9,6,4,1,3,2,1,1,269,8,14,5,2,Data Science,Yes,1189625
70.8,72.8,2617,Male,8.2,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,1,0.7,2,1,1,3,2,3,0,151,9,15,2,3,Machine Learning,No,2362166
89.9,87.4,7506,Female,9.02,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,4,1.9,5,2,5,4,4,3,0,308,5,17,3,3,VLSI Design,No,2668364
86.6,84.6,94449,Female,9.39,Tier 3 - Private/State,VIT Vellore,ECE,0,0.0,1,1,0,3,4,2,0,96,2,13,0,0,IoT Development,No,806110
81.4,71.5,84940,Female,8.97,Tier 3 - Private/State,SRM Chennai,ME,2,0.8,7,2,1,3,2,2,0,202,6,7,1,2,Thermal Engineering,Yes,831505
76.6,89.2,21547,Male,7.74,Tier 2 - Mid Colleges,NSUT Delhi,CSE,4,2.5,10,4,1,3,2,1,0,290,11,23,4,1,Full Stack,No,1206118
82.1,82.6,82809,Female,8.85,Tier 3 - Private/State,VIT Vellore,ME,2,2.0,7,3,2,4,4,3,2,191,7,24,2,1,Thermal Engineering,No,960489
80.9,79.0,623,Male,9.31,Tier 1 - Top IIT,IIT Kanpur,CSE,3,1.0,5,2,2,3,2,3,3,266,6,9,3,2,Machine Learning,Yes,3467168
82.5,79.4,30016,Female,9.14,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,3,2.6,3,3,2,3,4,4,0,248,11,10,2,3,Cyber Security,No,1395138
83.7,80.4,15011,Other,7.37,Tier 2 - Mid Colleges,NSUT Delhi,Other,1,0.7,2,1,1,3,2,3,3,139,8,16,2,2,Research,No,1296480
93.4,94.9,45758,Female,9.73,Tier 3 - Private/State,Manipal Institute,ECE,3,2.3,4,3,3,3,2,1,2,237,6,12,2,2,IoT Development,No,831148
86.2,74.0,33856,Female,7.14,Tier 2 - Mid Colleges,NSUT Delhi,Other,1,0.5,4,1,2,2,3,1,1,178,3,13,4,5,Research,Yes,1185706
84.6,80.5,14106,Male,8.1,Tier 2 - Mid Colleges,Thapar University,CSE,2,0.8,6,2,4,3,2,3,0,240,1,11,5,1,Full Stack,No,1358332
82.2,79.8,8100,Male,8.21,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,2,1.7,6,2,2,4,3,3,3,159,3,10,3,1,Thermal Engineering,Yes,2527450
86.7,76.9,19752,Other,8.57,Tier 2 - Mid Colleges,Thapar University,CSE,3,0.9,5,1,2,3,3,3,1,267,5,4,5,0,Full Stack,No,1410907
74.6,70.9,21680,Male,7.72,Tier 2 - Mid Colleges,NIT Rourkela,ME,1,0.9,3,1,0,4,3,2,1,143,4,6,2,3,Thermal Engineering,No,1265987
89.8,88.0,8038,Female,7.02,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,3,2.7,6,3,0,2,3,1,3,246,9,22,2,4,Robotics,No,1948951
87.6,76.6,59543,Other,7.75,Tier 3 - Private/State,SRM Chennai,CSE,1,0.9,4,1,0,3,3,4,0,147,4,14,2,1,Full Stack,No,953967
91.7,77.6,19868,Male,8.47,Tier 2 - Mid Colleges,NSUT Delhi,Other,0,0.0,2,1,1,3,3,5,0,94,4,6,3,3,Management,No,1518421
78.3,77.9,2496,Female,8.99,Tier 1 - Top IIT,IIT Kanpur,ECE,0,0.0,3,1,1,3,3,4,2,102,5,11,2,3,VLSI Design,No,3751258
79.6,85.5,22300,Female,7.88,Tier 2 - Mid Colleges,DTU Delhi,ME,1,0.3,4,1,1,3,3,1,0,141,4,11,2,2,Robotics,Yes,1207729
75.5,82.1,35433,Female,10.24,Tier 2 - Mid Colleges,NIT Calicut,EE,0,0.0,1,1,1,3,2,4,0,115,4,12,1,1,Smart Grids,No,1372687
88.7,88.3,59143,Other,8.07,Tier 3 - Private/State,Jadavpur University,ME,2,0.7,8,2,2,4,3,2,1,202,8,12,2,3,Thermal Engineering,No,842561
88.8,77.7,43356,Male,7.29,Tier 3 - Private/State,KIIT Bhubaneswar,EE,2,1.8,3,2,4,3,3,4,4,210,4,12,2,3,Renewable Energy,No,992559
83.0,73.5,11441,Other,7.76,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,1.0,7,2,2,3,2,2,3,148,2,17,0,6,IoT Development,No,1222009
88.5,74.7,24879,Male,8.2,Tier 2 - Mid Colleges,NSUT Delhi,ME,2,0.5,3,1,1,2,3,4,4,210,2,9,2,2,Automotive,No,1393785
88.1,86.3,18025,Other,9.99,Tier 2 - Mid Colleges,NSUT Delhi,EE,3,2.5,2,2,0,4,2,2,2,226,11,16,1,4,Renewable Energy,No,1262635
82.2,74.2,7771,Female,8.93,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,2,1.5,2,1,2,3,3,3,1,216,8,16,5,2,Cyber Security,No,2489103
99.4,84.1,28739,Female,7.95,Tier 2 - Mid Colleges,NIT Calicut,EE,1,0.2,6,1,1,2,4,2,2,143,8,10,0,2,Smart Grids,No,1200958
78.8,86.1,169441,Female,7.27,Tier 4 - Other,Private Engineering College,EE,3,1.8,4,2,1,4,3,5,0,254,4,12,2,0,Power Systems,No,708538
90.7,79.2,22200,Male,7.83,Tier 2 - Mid Colleges,NSUT Delhi,ECE,1,0.5,2,1,2,3,3,1,2,150,5,12,3,0,Embedded Systems,No,1159296
92.4,81.8,8193,Female,7.99,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,5,3.9,6,5,2,3,1,3,3,299,11,11,4,0,IoT Development,No,2502209
77.7,73.5,14309,Other,8.5,Tier 2 - Mid Colleges,BIT Mesra,Other,1,0.7,3,1,1,5,4,5,1,146,4,16,9,2,Research,No,1613802
75.5,78.7,5165,Other,7.17,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ME,2,0.7,0,1,1,3,2,3,1,176,4,8,2,1,Thermal Engineering,No,2308422
88.8,81.3,13438,Other,8.63,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,4,3.4,4,4,0,3,3,2,1,317,6,17,1,1,IoT Development,No,1170482
82.2,72.6,3094,Other,8.1,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ME,3,2.5,8,4,4,2,4,3,3,217,7,10,2,2,Robotics,No,2499427
80.2,67.9,132700,Other,9.66,Tier 4 - Other,Local State College,ME,0,0.0,3,1,1,2,2,2,0,112,4,13,2,3,Robotics,No,518873
86.3,76.0,19152,Other,7.92,Tier 2 - Mid Colleges,DTU Delhi,CSE,1,0.7,2,1,2,2,4,4,1,139,5,14,4,4,Full Stack,No,1346859
83.7,78.8,45912,Female,8.22,Tier 3 - Private/State,KIIT Bhubaneswar,ME,1,0.6,2,1,1,4,4,3,0,152,4,13,1,0,Automotive,No,912446
88.3,89.3,24562,Female,7.79,Tier 2 - Mid Colleges,NIT Rourkela,EE,1,0.7,3,1,1,2,3,3,1,143,5,7,0,2,Power Systems,No,1305186
75.1,88.9,12510,Male,8.84,Tier 2 - Mid Colleges,Thapar University,ECE,1,0.3,9,2,2,3,3,3,0,138,4,12,2,1,VLSI Design,No,1313908
86.2,73.3,8526,Male,8.38,Tier 1 - Other IIT/Top NIT,NIT Warangal,ME,2,1.3,3,1,0,3,3,4,2,198,6,7,4,1,Robotics,No,2367450
70.2,86.6,72255,Male,8.27,Tier 3 - Private/State,SRM Chennai,CSE,3,0.4,6,1,1,3,3,3,0,241,7,16,0,1,Full Stack,No,913875
72.5,77.7,12529,Female,8.73,Tier 2 - Mid Colleges,DTU Delhi,ECE,2,1.4,2,1,4,3,2,4,3,199,6,16,5,4,Embedded Systems,No,1533310
82.5,83.4,9668,Female,7.94,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ME,0,0.0,2,1,0,4,2,2,0,113,6,8,3,6,Thermal Engineering,No,2128022
80.8,73.1,48272,Other,8.26,Tier 3 - Private/State,PES University,Other,1,0.9,2,1,3,2,2,4,2,159,3,10,1,1,Research,No,950381
84.5,69.7,72410,Female,7.65,Tier 3 - Private/State,Manipal Institute,ME,3,2.5,5,3,1,2,2,2,1,261,8,12,4,2,Automotive,No,811034
92.2,77.9,8305,Other,9.17,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ME,1,0.4,4,1,0,3,3,3,0,145,4,9,2,2,Robotics,No,2319195
86.2,79.3,11139,Other,8.36,Tier 2 - Mid Colleges,NSUT Delhi,Other,0,0.0,2,1,2,3,2,2,0,111,6,8,2,0,Core Engineering,No,1282964
80.1,78.6,8400,Male,8.45,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,3,2.9,5,3,4,4,3,3,4,252,8,11,2,7,Machine Learning,No,2629026
76.7,82.6,85061,Other,9.32,Tier 3 - Private/State,Jadavpur University,CSE,3,2.4,10,4,3,4,2,2,3,267,6,15,6,3,Data Science,Yes,885504
86.6,76.8,16966,Male,7.7,Tier 2 - Mid Colleges,IIIT Bangalore,EE,0,0.0,6,1,2,4,2,3,1,124,4,12,0,3,Smart Grids,Yes,1440822
86.1,92.3,55642,Male,7.84,Tier 3 - Private/State,VIT Vellore,ECE,2,1.4,3,2,2,3,2,1,0,183,10,16,1,2,VLSI Design,No,786203
82.4,82.3,14947,Male,8.09,Tier 2 - Mid Colleges,Thapar University,ECE,4,2.2,3,2,2,4,2,3,2,278,5,15,1,1,Embedded Systems,No,1406107
88.4,89.1,11930,Female,7.83,Tier 2 - Mid Colleges,NIT Rourkela,ME,1,0.3,4,1,0,4,3,4,1,168,4,9,1,3,Automotive,No,1442624
84.4,88.8,22710,Other,9.23,Tier 2 - Mid Colleges,DTU Delhi,CSE,2,0.5,3,1,0,1,2,4,2,170,3,18,1,2,Data Science,Yes,1342880
86.5,77.6,28959,Male,8.88,Tier 2 - Mid Colleges,Thapar University,ECE,1,0.8,2,1,1,4,4,3,0,145,9,10,2,4,IoT Development,Yes,1364068
85.5,82.2,2994,Male,8.26,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,1,0.3,2,1,0,3,3,2,0,138,5,13,2,0,Automotive,No,2232675
85.1,81.5,23450,Female,9.04,Tier 2 - Mid Colleges,NIT Calicut,ECE,0,0.0,2,1,1,3,4,1,2,103,5,9,2,3,Embedded Systems,No,1160783
85.0,77.6,173438,Female,8.82,Tier 4 - Other,Community College,ME,2,0.7,4,1,1,4,3,2,2,207,7,9,1,4,Thermal Engineering,Yes,547595
89.9,76.3,6994,Other,5.99,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,2,0.7,8,2,3,3,1,4,1,212,6,15,1,3,VLSI Design,No,2560319
79.2,73.6,78132,Female,8.32,Tier 3 - Private/State,PES University,Other,1,0.6,4,1,1,2,3,3,1,157,3,11,4,3,Core Engineering,No,843913
67.0,70.5,12921,Female,7.97,Tier 2 - Mid Colleges,IIIT Bangalore,Other,3,2.6,2,3,1,4,4,2,1,267,2,13,2,3,Core Engineering,No,1301117
82.9,85.4,6659,Other,9.03,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,0,0.0,4,1,2,3,3,4,3,93,2,14,0,4,Thermal Engineering,Yes,2464525
89.5,79.3,13343,Other,8.13,Tier 2 - Mid Colleges,NIT Rourkela,EE,2,1.2,5,2,4,4,3,1,2,200,6,10,2,2,Smart Grids,Yes,1336218
80.5,69.0,65294,Female,10.02,Tier 3 - Private/State,Manipal Institute,Other,0,0.0,2,1,0,4,4,2,2,101,5,11,2,1,Management,No,812684
98.8,75.3,12071,Female,8.18,Tier 2 - Mid Colleges,IIIT Bangalore,ME,1,0.6,3,1,1,4,3,3,1,153,6,6,1,3,Thermal Engineering,No,1326005
80.6,73.6,19712,Male,8.24,Tier 2 - Mid Colleges,NSUT Delhi,ECE,1,1.0,4,1,3,3,3,2,4,141,7,12,6,1,Embedded Systems,No,1260018
84.1,81.4,78226,Male,9.05,Tier 3 - Private/State,PES University,Other,2,1.8,5,2,2,3,3,3,3,196,4,15,3,3,Research,No,922547
91.0,79.5,9704,Other,7.91,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,1,0.1,2,1,1,4,4,2,0,162,3,13,1,1,VLSI Design,Yes,2395715
79.0,80.8,11565,Other,8.13,Tier 2 - Mid Colleges,NSUT Delhi,EE,1,0.8,4,1,1,2,3,3,2,141,4,11,0,0,Renewable Energy,No,1301794
77.0,75.9,5714,Female,8.97,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ME,0,0.0,2,1,3,3,3,2,0,109,5,13,5,6,Thermal Engineering,No,2210111
79.3,60.4,19955,Male,9.33,Tier 2 - Mid Colleges,Thapar University,Other,6,1.9,7,3,5,3,3,1,4,401,9,21,2,7,Core Engineering,No,1292346
83.9,71.7,33239,Other,7.52,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,1.0,3,1,2,2,2,3,0,163,6,9,2,5,IoT Development,No,1278644
86.4,66.2,3420,Female,7.99,Tier 1 - Other IIT/Top NIT,NIT Warangal,ECE,2,1.2,5,2,2,3,3,3,0,195,8,12,3,3,IoT Development,No,2446932
86.9,90.6,66543,Other,8.54,Tier 3 - Private/State,VIT Vellore,EE,1,0.5,0,1,3,4,2,2,1,166,7,13,4,5,Renewable Energy,No,887330
82.3,78.2,24142,Male,6.36,Tier 2 - Mid Colleges,IIIT Bangalore,EE,0,0.0,2,1,0,3,3,2,0,102,3,11,5,4,Power Systems,No,1208680
94.4,75.2,185259,Male,8.36,Tier 4 - Other,Regional Institute,ME,1,0.5,1,1,1,2,3,2,0,144,6,5,1,3,Automotive,No,522661
85.2,80.7,3478,Other,8.21,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,1,0.8,2,1,2,2,4,1,2,137,6,12,3,4,Cyber Security,Yes,1945747
80.2,83.7,18731,Female,7.43,Tier 2 - Mid Colleges,NIT Calicut,CSE,2,1.1,8,2,5,5,4,1,3,178,6,15,4,4,Data Science,No,1303299
95.0,84.1,4674,Other,7.8,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,1,0.8,8,2,3,3,4,3,3,129,6,14,2,1,VLSI Design,No,2542134
88.1,84.5,27104,Other,8.44,Tier 2 - Mid Colleges,BIT Mesra,ECE,0,0.0,3,1,2,3,4,1,0,93,2,12,0,2,IoT Development,Yes,1230207
84.3,76.0,37239,Other,6.84,Tier 2 - Mid Colleges,NIT Calicut,ECE,2,1.6,1,1,1,2,4,1,1,208,7,14,3,4,VLSI Design,No,1127321
95.8,72.0,5579,Other,9.04,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,1,0.6,2,1,2,3,3,1,1,173,5,5,1,1,IoT Development,No,2142738
95.6,91.0,124731,Female,9.51,Tier 4 - Other,Private Engineering College,ME,4,1.6,3,2,2,4,2,3,2,329,5,20,1,1,Automotive,No,610015
83.3,73.8,29073,Other,10.78,Tier 2 - Mid Colleges,NIT Rourkela,ME,2,1.7,3,2,2,3,3,3,2,212,4,15,1,6,Thermal Engineering,No,1306749
77.6,81.5,18001,Other,8.86,Tier 2 - Mid Colleges,NSUT Delhi,ME,1,0.1,7,1,1,3,3,3,4,161,3,9,4,2,Thermal Engineering,No,1281443
87.3,77.2,10051,Male,8.78,Tier 2 - Mid Colleges,NIT Rourkela,ECE,0,0.0,4,1,4,4,1,3,0,101,8,8,1,2,IoT Development,No,1460197
87.0,97.2,10893,Male,9.58,Tier 2 - Mid Colleges,Thapar University,ECE,1,0.5,3,1,3,4,2,2,0,154,7,10,3,2,VLSI Design,No,1341486
75.2,68.6,101537,Male,8.08,Tier 4 - Other,Regional Institute,Other,1,0.4,3,1,2,5,3,1,2,134,3,14,2,1,Core Engineering,No,555455
85.8,91.7,47542,Male,8.19,Tier 3 - Private/State,VIT Vellore,Other,2,1.5,6,2,1,3,2,2,1,196,5,8,2,0,Management,No,830469
84.0,85.5,172902,Female,9.33,Tier 4 - Other,Private Engineering College,EE,2,0.5,5,1,1,3,4,3,2,203,7,9,4,4,Smart Grids,No,616217
76.2,75.3,242710,Female,8.93,Tier 4 - Other,Private Engineering College,ME,0,0.0,0,1,1,3,3,2,0,100,5,13,4,5,Automotive,No,576382
88.2,81.1,11389,Other,8.23,Tier 2 - Mid Colleges,DTU Delhi,EE,2,1.9,3,2,2,2,2,2,2,209,4,10,3,2,Renewable Energy,No,1254139
83.3,87.2,17271,Male,8.56,Tier 2 - Mid Colleges,BIT Mesra,ECE,2,0.9,6,2,1,3,2,2,3,184,3,7,2,5,Embedded Systems,No,1287924
84.3,82.9,41526,Male,9.15,Tier 3 - Private/State,VIT Vellore,CSE,2,1.2,3,1,2,3,3,3,1,194,13,12,2,3,Cyber Security,No,919253
85.5,83.5,6769,Male,8.96,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,2,1.8,1,2,2,1,3,4,1,182,5,9,1,1,IoT Development,No,2495109
84.5,80.7,38993,Other,8.39,Tier 2 - Mid Colleges,NSUT Delhi,ECE,3,2.8,6,4,1,3,3,3,1,228,7,17,4,3,VLSI Design,No,1374842
84.5,69.5,28713,Other,8.39,Tier 2 - Mid Colleges,NIT Rourkela,EE,2,1.2,3,1,0,2,3,2,0,185,3,14,2,3,Power Systems,No,1168691
79.0,68.1,69351,Other,7.71,Tier 3 - Private/State,PES University,CSE,0,0.0,3,1,1,3,4,2,0,107,4,12,2,1,Data Science,No,807793
80.6,87.8,29576,Female,9.58,Tier 2 - Mid Colleges,NIT Rourkela,EE,3,2.1,4,2,0,2,3,1,1,260,5,14,4,0,Power Systems,No,1085815
90.0,79.6,31250,Female,9.46,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,0,0.0,4,1,2,3,4,4,1,103,8,10,3,4,Embedded Systems,No,1385166
80.6,89.4,55060,Male,8.17,Tier 3 - Private/State,VIT Vellore,CSE,3,2.3,4,3,4,3,3,3,2,254,7,14,1,2,Cyber Security,Yes,933350
83.7,77.0,36308,Male,7.92,Tier 2 - Mid Colleges,BIT Mesra,ECE,2,1.6,2,2,1,4,2,3,2,227,5,10,4,1,Embedded Systems,No,1357847
96.6,82.5,45632,Male,8.49,Tier 3 - Private/State,VIT Vellore,ME,3,1.8,10,3,1,1,3,3,1,261,4,19,4,1,Robotics,No,858239
86.3,84.8,7494,Female,9.69,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,3,1.3,7,2,1,3,3,3,2,279,11,10,1,1,Machine Learning,No,2465114
81.9,90.3,55915,Female,9.06,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,1,0.8,6,2,1,3,3,2,1,158,6,9,2,0,Embedded Systems,No,792532
84.8,76.0,3136,Other,7.42,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,1,0.9,5,1,1,2,2,2,3,151,6,11,2,1,IoT Development,No,2098956
76.3,83.5,35195,Female,8.27,Tier 2 - Mid Colleges,NIT Calicut,CSE,2,1.8,1,2,2,2,4,4,0,229,7,21,4,0,Cyber Security,No,1366249
84.4,91.9,7243,Male,7.75,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,1,0.7,4,1,0,3,2,2,2,149,5,11,3,2,Data Science,Yes,2228444
85.9,78.2,46369,Female,9.26,Tier 3 - Private/State,Manipal Institute,ME,1,0.5,3,1,0,3,3,3,1,140,2,8,3,3,Automotive,No,868995
82.7,78.5,9391,Male,8.42,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,1,0.6,3,1,3,3,3,4,1,133,3,9,4,4,IoT Development,No,2600302
86.8,75.8,3509,Female,6.94,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ME,2,0.8,5,1,0,3,2,2,0,196,7,8,4,1,Thermal Engineering,Yes,2053666
90.7,78.9,20856,Male,8.18,Tier 2 - Mid Colleges,NSUT Delhi,Other,3,0.2,8,1,2,1,2,1,2,244,3,11,4,4,Research,No,1097623
92.4,73.9,6980,Female,7.66,Tier 1 - Other IIT/Top NIT,NIT Trichy,ME,1,0.8,2,1,1,2,2,2,2,155,5,18,1,1,Thermal Engineering,No,2032081
85.7,82.0,46560,Male,7.99,Tier 3 - Private/State,KIIT Bhubaneswar,CSE,1,0.4,1,1,0,3,2,4,2,141,2,7,0,5,Machine Learning,Yes,920850
84.8,86.0,14625,Other,7.55,Tier 2 - Mid Colleges,BIT Mesra,EE,1,0.6,6,1,0,3,3,4,3,129,8,14,0,0,Power Systems,No,1462841
84.5,87.4,24372,Male,8.93,Tier 2 - Mid Colleges,DTU Delhi,ME,4,3.2,6,4,4,4,3,4,2,319,8,11,2,6,Thermal Engineering,No,1618337
86.4,76.6,44383,Male,8.42,Tier 3 - Private/State,VIT Vellore,Other,0,0.0,5,1,1,1,3,2,0,111,3,9,2,1,Core Engineering,Yes,785819
79.6,70.2,58445,Male,8.28,Tier 3 - Private/State,SRM Chennai,CSE,4,3.4,5,4,4,3,4,4,3,305,5,20,5,2,Cyber Security,No,965795
93.3,69.6,19044,Other,7.91,Tier 2 - Mid Colleges,Thapar University,EE,1,0.7,4,1,1,2,3,3,2,138,6,10,2,2,Renewable Energy,No,1277372
83.7,85.3,3011,Female,9.19,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,2,1.2,1,1,3,2,2,2,0,197,6,14,3,2,Robotics,No,2279491
80.9,65.0,1393,Female,6.84,Tier 1 - Top IIT,IIT Delhi,ECE,1,0.9,0,1,0,3,4,1,2,138,3,13,0,3,IoT Development,No,2925353
84.5,73.1,48494,Other,8.01,Tier 3 - Private/State,SRM Chennai,CSE,2,0.8,4,1,2,2,2,2,1,216,7,11,1,2,Machine Learning,No,781798
85.5,86.9,45155,Male,9.39,Tier 3 - Private/State,VIT Vellore,CSE,1,0.8,3,1,0,4,3,2,1,154,8,9,1,1,Data Science,No,811552
73.9,73.6,7803,Male,7.91,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,4,3.2,1,3,1,2,1,3,2,291,8,20,2,3,Research,No,2294014
76.6,70.2,16121,Male,9.61,Tier 2 - Mid Colleges,NIT Calicut,Other,0,0.0,7,1,1,2,2,3,2,87,6,15,1,1,Core Engineering,No,1231797
82.1,85.5,18319,Female,9.02,Tier 2 - Mid Colleges,NSUT Delhi,CSE,1,0.5,3,1,1,5,4,1,3,151,4,7,1,1,Machine Learning,No,1204847
89.3,66.6,40041,Female,7.89,Tier 3 - Private/State,VIT Vellore,Other,0,0.0,2,1,1,2,3,1,0,106,3,8,2,2,Management,No,747942
89.2,84.1,115724,Male,8.98,Tier 4 - Other,Community College,Other,0,0.0,3,1,1,4,4,3,0,95,6,11,1,3,Core Engineering,No,600031
82.4,81.2,7026,Female,8.63,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,3,2.5,6,3,2,3,2,2,0,239,11,12,3,2,VLSI Design,No,2290737
77.1,78.0,57380,Female,8.64,Tier 3 - Private/State,KIIT Bhubaneswar,EE,0,0.0,5,1,1,2,3,2,2,95,0,10,1,1,Power Systems,No,789637
92.1,89.7,70952,Male,7.97,Tier 3 - Private/State,VIT Vellore,EE,2,0.5,2,1,5,3,4,4,1,218,7,11,2,4,Renewable Energy,No,990911
87.8,75.4,12127,Male,7.66,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,0.8,2,1,3,2,4,4,1,151,6,11,1,3,VLSI Design,No,1380545
