10th_percent,12th_percent,jee_rank,gender,experience,experience_field,engineering_field,college_tier,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,cgpa,domain,referral,salary
77.6,78.0,6027,Male,2,2.0,Computer Science,Top IIT,5,3,2,3,4,3,3,167,2,2,2,2,3.93,Full Stack,No,6104087
79.4,69.3,6681,Male,1,0.2,Mechanical,Top IIT,2,1,1,3,5,4,1,69,8,10,5,2,1.33,Machine Learning,Yes,2723013
74.1,76.3,2023,Male,1,0.3,Electronics,Top IIT,2,1,1,4,3,4,4,38,7,8,6,2,7.28,Android Development,Yes,2816995
90.8,86.7,6196,Male,1,0.1,Electronics,Top IIT,0,2,4,3,4,2,2,81,6,8,5,4,4.01,Full Stack,No,4730337
80.3,69.8,11629,Female,1,0.1,Electronics,Top IIT,0,1,2,3,4,2,2,151,10,7,4,3,8.68,Full Stack,Yes,3607908
64.3,60.0,312,Female,0,0.0,Mechanical,Top IIT,2,1,3,4,4,4,1,102,6,12,3,1,1.6,Machine Learning,No,3234111
87.3,84.3,6879,Male,0,0.0,Computer Science,Top IIT,2,3,0,4,5,4,5,85,5,16,2,4,9.76,Machine Learning,No,3959162
94.8,100.0,6782,Male,1,0.6,Mechanical,Top IIT,2,3,3,4,3,2,3,101,6,8,0,3,2.74,Machine Learning,Yes,2692795
79.9,76.7,3452,Male,0,0.0,Electrical,Top IIT,0,1,5,4,3,4,2,35,5,15,2,1,8.37,Full Stack,No,2883162
77.3,65.4,327,Male,1,0.8,Computer Science,Top IIT,2,3,1,3,4,3,2,95,5,9,3,0,9.47,Android Development,Yes,4517516
83.8,65.4,2420,Male,0,0.0,Computer Science,Top IIT,0,1,3,4,5,4,0,95,4,5,1,0,5.33,Full Stack,No,4329669
96.3,92.0,706,Male,1,0.5,Civil,Top IIT,3,2,4,3,3,3,2,153,7,8,4,2,4.08,Android Development,Yes,2571640
83.8,89.3,26812,Female,1,0.1,Computer Science,Top IIT,2,1,5,2,3,2,0,113,6,16,5,4,9.02,Machine Learning,Yes,5325689
87.0,94.0,18750,Female,1,0.3,Computer Science,Top IIT,1,1,0,4,3,4,6,112,4,16,3,1,7.33,Android Development,No,4241196
83.1,60.3,1106,Male,2,1.9,Computer Science,Top IIT,2,4,1,4,3,4,1,122,6,16,6,1,8.64,Other,Yes,5750483
73.7,77.9,6973,Female,2,0.9,Computer Science,Top IIT,2,4,2,4,3,3,1,126,7,13,4,1,6.01,Other,Yes,4577747
88.9,82.4,3258,Female,2,1.6,Mechanical,Top IIT,4,1,4,3,3,4,2,53,3,21,2,2,3.95,Other,No,3286937
77.5,84.9,2564,Male,1,0.1,Computer Science,Top IIT,0,2,3,4,3,4,1,50,8,12,2,1,7.72,Other,No,4544760
86.5,88.9,3545,Male,0,0.0,Mechanical,Mid IIT,0,1,1,5,3,5,3,87,2,7,1,2,6.07,Full Stack,No,1207173
86.1,80.1,6146,Female,0,0.0,Computer Science,Top IIT,0,1,1,3,4,4,1,108,5,9,2,1,5.01,Full Stack,No,4313763
75.9,80.8,4700,Male,0,0.0,Computer Science,Top IIT,1,1,0,4,4,4,2,135,5,12,2,0,6.61,Machine Learning,Yes,3480635
91.6,78.4,3772,Female,0,0.0,Mechanical,Top IIT,0,1,0,4,4,2,5,88,7,9,1,1,3.6,Full Stack,Yes,2016780
87.7,76.9,22950,Female,0,0.0,Mechanical,Top IIT,0,1,2,4,5,4,2,35,9,9,4,3,5.55,Machine Learning,Yes,2099103
75.6,71.3,1105,Female,1,0.4,Computer Science,Top IIT,1,2,2,5,3,1,1,48,3,14,0,1,8.24,Android Development,Yes,4769696
70.1,70.5,8814,Female,1,0.6,Civil,Top IIT,2,2,2,4,4,4,3,115,7,15,2,0,6.72,Android Development,Yes,2671890
74.9,70.3,3101,Female,0,0.0,Mechanical,Top IIT,1,1,0,4,4,4,1,71,5,9,1,1,4.59,Android Development,Yes,1967020
85.0,80.4,27363,Female,1,0.8,Mechanical,Top IIT,1,2,4,2,4,3,3,67,7,11,2,1,5.27,Full Stack,Yes,3145056
99.0,83.8,34289,Male,1,0.1,Computer Science,Top IIT,0,1,3,4,4,3,2,59,5,12,3,0,7.22,Full Stack,Yes,4821725
72.2,60.4,5546,Male,2,1.2,Computer Science,Top IIT,2,2,1,4,3,2,2,108,10,12,2,0,3.45,Other,Yes,5221658
68.4,63.6,1422,Female,1,1.0,Mechanical,Top IIT,1,3,3,4,5,3,0,114,7,10,1,1,6.23,Other,Yes,2378687
93.3,79.5,3325,Female,1,0.7,Computer Science,Top IIT,0,3,1,4,4,2,1,81,6,11,7,2,6.18,Android Development,Yes,3849908
81.4,80.7,18880,Female,3,2.7,Electrical,Top IIT,1,3,2,4,4,3,2,125,6,6,1,0,5.25,Android Development,No,3340653
66.4,60.0,15381,Female,2,0.3,Mechanical,Top IIT,1,1,2,4,3,2,2,77,7,12,2,2,1.6,Machine Learning,Yes,2750638
82.6,78.4,5687,Male,0,0.0,Civil,Top IIT,0,1,1,3,3,3,2,85,4,16,3,0,6.01,Android Development,No,2204176
68.6,73.4,405,Male,1,0.5,Electronics,Top IIT,1,1,3,3,5,3,3,40,5,12,3,0,7.52,Machine Learning,Yes,3025658
75.3,73.8,6182,Female,1,0.8,Computer Science,Top IIT,1,2,1,3,3,4,1,90,4,17,4,0,9.47,Other,Yes,4184679
80.9,77.0,22363,Male,0,0.0,Electronics,Top IIT,3,1,2,4,1,3,2,81,6,10,4,2,8.6,Full Stack,No,3412829
98.8,81.5,3031,Male,2,0.3,Electrical,Top IIT,0,1,1,4,2,2,4,121,4,6,2,2,3.66,Other,No,3631584
97.5,100.0,946,Female,0,0.0,Mechanical,Top IIT,3,2,4,3,4,4,0,62,5,8,4,2,6.91,Full Stack,No,2610214
92.1,88.9,903,Male,2,0.6,Computer Science,Top IIT,1,1,2,5,3,4,4,109,8,5,4,0,4.25,Full Stack,Yes,4630087
95.3,94.3,5095,Female,0,0.0,Mechanical,Top IIT,0,1,1,4,4,3,2,73,5,12,0,1,6.83,Android Development,No,2026543
89.7,84.0,1787,Female,1,0.8,Electronics,Top IIT,4,1,2,3,4,4,2,122,6,15,0,2,2.18,Machine Learning,Yes,3363833
78.4,84.1,1439,Male,0,0.0,Electrical,Top IIT,0,1,1,3,3,2,3,94,3,10,1,2,2.06,Android Development,Yes,2130238
93.5,92.9,5167,Male,1,0.1,Computer Science,Top IIT,0,1,2,3,5,4,2,75,6,12,6,1,4.0,Other,No,4442641
91.6,80.7,11113,Female,1,0.5,Electronics,Top IIT,1,1,2,3,4,2,3,88,7,13,4,4,3.31,Other,Yes,3665162
75.6,78.1,1594,Male,0,0.0,Electronics,Top IIT,0,1,3,3,3,1,2,99,10,9,3,0,6.07,Full Stack,Yes,2655258
87.3,83.2,5939,Female,0,0.0,Civil,Top IIT,1,1,2,5,3,3,2,65,6,12,4,3,7.72,Android Development,Yes,2397336
77.5,76.9,6228,Male,1,1.0,Computer Science,Mid IIT,2,3,0,4,3,4,0,100,5,8,5,3,7.04,Other,No,2106424
90.0,94.8,2187,Female,0,0.0,Computer Science,Top IIT,0,1,4,4,5,4,5,82,5,6,5,1,3.39,Full Stack,Yes,4869393
92.1,82.6,3539,Female,0,0.0,Electrical,Top IIT,0,1,1,3,5,4,2,94,7,10,1,3,4.44,Other,No,2234835
94.0,98.0,4067,Female,1,0.3,Mechanical,Top IIT,2,1,0,3,4,3,1,111,2,5,2,2,2.76,Machine Learning,Yes,2421166
81.1,80.9,5642,Female,4,4.0,Electrical,Mid IIT,5,5,0,4,5,4,0,74,1,7,3,2,2.86,Other,No,2007956
92.6,88.0,3088,Female,0,0.0,Electrical,Top IIT,0,1,2,3,4,2,1,26,1,6,3,3,7.59,Other,No,3336269
78.0,65.4,21288,Female,1,0.2,Civil,Top IIT,0,1,1,5,3,2,2,87,4,8,3,3,2.43,Android Development,No,2322360
78.7,78.2,817,Male,1,0.4,Computer Science,Top IIT,1,1,3,4,4,4,1,85,7,9,2,3,5.71,Machine Learning,Yes,4908744
91.9,81.5,3277,Female,1,0.3,Mechanical,Top IIT,3,1,2,3,3,2,2,114,2,10,4,2,5.97,Full Stack,No,3357482
84.2,92.7,4693,Female,2,1.8,Electronics,Top IIT,5,5,2,2,5,4,1,128,10,12,5,2,4.16,Full Stack,No,3014196
70.5,68.3,4580,Female,0,0.0,Electrical,Top IIT,0,1,0,4,5,3,3,74,8,8,4,2,5.48,Other,Yes,3234112
78.6,71.6,9033,Female,1,0.1,Computer Science,Mid IIT,0,1,0,4,3,4,0,35,1,8,5,1,9.18,Full Stack,Yes,2084346
70.2,60.2,12445,Female,2,0.1,Electronics,Mid IIT,1,1,3,3,4,3,0,114,5,12,3,2,3.6,Other,No,1812519
86.4,79.2,7024,Male,1,0.3,Computer Science,Top IIT,1,2,3,5,3,3,7,79,5,10,1,1,2.34,Full Stack,Yes,4519541
86.8,87.0,13168,Male,2,0.1,Civil,Top IIT,2,1,5,4,3,2,0,42,3,8,8,0,3.88,Machine Learning,Yes,3270347
79.0,66.5,4130,Male,1,0.4,Computer Science,Top IIT,2,3,3,5,4,2,1,50,3,10,3,4,3.98,Full Stack,No,4996657
96.8,91.2,2977,Female,0,0.0,Electronics,Top IIT,0,3,1,3,3,4,4,35,4,13,5,1,7.77,Machine Learning,Yes,2766758
86.1,76.5,5015,Female,3,2.0,Civil,Top IIT,2,1,2,5,4,2,3,93,6,7,3,1,7.5,Machine Learning,No,2176061
78.9,74.1,22109,Female,0,0.0,Computer Science,Top IIT,0,1,0,2,4,3,1,115,6,14,2,1,6.07,Full Stack,Yes,3287166
70.9,74.1,1677,Male,0,0.0,Electrical,Top IIT,2,2,3,3,4,3,2,77,5,12,4,1,5.86,Full Stack,Yes,2719773
84.1,70.8,7865,Female,0,0.0,Mechanical,Top IIT,2,1,0,3,3,3,3,98,7,10,1,3,1.41,Other,Yes,2298864
82.6,73.0,2990,Male,2,1.0,Computer Science,Top IIT,1,2,3,2,4,5,0,74,2,11,5,3,5.59,Android Development,Yes,5137948
93.2,86.4,4552,Male,1,0.9,Mechanical,Top IIT,2,2,1,3,4,2,1,48,7,6,4,1,7.59,Other,Yes,2655173
94.7,90.8,5792,Male,0,0.0,Computer Science,Top IIT,1,1,1,4,4,1,4,54,7,17,2,1,5.55,Full Stack,Yes,3867300
93.1,83.0,7236,Male,0,0.0,Electrical,Top IIT,0,1,2,4,4,4,2,70,5,12,2,3,7.34,Full Stack,Yes,3394952
94.3,95.8,5300,Female,2,1.5,Computer Science,Top IIT,6,4,1,3,4,3,4,128,6,11,7,1,6.16,Machine Learning,No,3867961
79.1,80.6,4544,Male,2,0.6,Electrical,Top IIT,1,1,1,3,3,3,2,28,5,16,1,2,5.7,Machine Learning,No,3166989
79.5,83.2,3063,Female,1,0.6,Computer Science,Top IIT,2,3,0,4,4,3,1,61,4,11,3,1,8.55,Machine Learning,No,4628429
79.1,79.6,2064,Male,0,0.0,Computer Science,Top IIT,0,1,1,3,3,2,3,122,7,13,4,1,7.26,Machine Learning,Yes,4035026
71.3,69.9,1744,Female,1,0.7,Electrical,Mid IIT,3,1,4,4,3,2,2,103,8,6,2,1,4.65,Android Development,Yes,1776051
84.9,76.3,924,Female,0,0.0,Computer Science,Top IIT,0,4,2,4,4,2,1,54,4,7,1,0,7.47,Other,Yes,3838001
74.5,72.2,2524,Female,2,1.4,Computer Science,Top IIT,2,2,1,3,4,2,2,40,3,15,2,1,7.57,Machine Learning,No,4798772
75.8,72.2,2476,Female,1,0.9,Computer Science,Top IIT,0,1,2,5,4,2,1,151,8,17,2,1,4.76,Android Development,Yes,4714419
77.9,76.3,1320,Male,1,0.2,Computer Science,Top IIT,0,2,1,4,4,5,0,86,6,11,3,1,2.75,Other,No,4340853
84.7,89.0,11844,Male,0,0.0,Mechanical,Top IIT,1,1,4,4,4,2,6,68,3,17,4,1,1.93,Machine Learning,No,2460722
74.4,72.3,10766,Female,0,0.0,Computer Science,Top IIT,0,1,2,3,5,5,6,60,5,11,1,3,3.77,Other,Yes,5053860
69.3,67.9,36436,Male,0,0.0,Mechanical,Top IIT,1,1,0,5,2,2,1,171,3,8,5,1,6.37,Full Stack,Yes,1846730
71.3,60.0,20240,Female,1,0.2,Computer Science,Top IIT,2,1,2,4,3,5,1,27,9,10,5,3,4.89,Full Stack,Yes,5026409
87.5,72.3,7528,Female,0,0.0,Computer Science,Mid IIT,3,1,1,5,4,3,3,1,7,12,3,0,3.7,Machine Learning,Yes,2217319
79.3,68.8,1350,Female,1,0.8,Mechanical,Top IIT,1,1,1,4,2,2,3,79,5,11,2,3,6.65,Other,No,2425263
80.9,85.3,7980,Male,3,0.8,Computer Science,Top IIT,2,2,0,4,3,3,2,157,5,15,3,0,7.57,Android Development,No,4732293
89.6,88.1,12268,Female,1,0.1,Computer Science,Top IIT,1,1,3,3,3,3,3,87,5,9,1,1,4.79,Machine Learning,Yes,4972161
77.2,74.8,20320,Female,2,1.4,Electronics,Top IIT,3,2,4,3,4,2,2,99,3,13,5,0,6.36,Other,Yes,4125123
74.6,68.4,3263,Male,1,1.0,Electronics,Top IIT,3,4,1,3,4,2,2,99,3,12,2,4,8.84,Machine Learning,Yes,3631442
78.5,72.1,35682,Female,0,0.0,Civil,Top IIT,0,3,0,4,3,3,3,19,7,10,4,3,8.16,Full Stack,Yes,2057488
91.7,89.2,3843,Male,1,0.5,Civil,Top IIT,3,2,2,4,3,3,2,62,4,10,5,1,6.44,Other,No,2118531
89.0,80.4,10319,Male,1,0.0,Electrical,Top IIT,1,1,0,2,4,4,2,35,9,7,2,1,4.93,Machine Learning,Yes,2687991
74.4,70.7,21158,Male,2,0.1,Computer Science,Top IIT,1,2,2,2,4,4,1,61,5,6,6,0,3.79,Machine Learning,No,4746771
84.8,71.7,7399,Male,1,0.3,Computer Science,Top IIT,0,2,1,3,5,4,3,68,7,9,7,0,7.0,Android Development,Yes,4512603
72.9,71.2,1013,Female,0,0.0,Computer Science,Top IIT,1,2,1,4,3,3,2,95,3,11,1,1,7.88,Other,Yes,4545623
95.3,89.1,2197,Female,1,0.4,Civil,Top IIT,1,1,2,3,3,3,0,111,4,11,6,1,2.19,Machine Learning,Yes,2737540
63.6,74.1,2503,Female,0,0.0,Electrical,Top IIT,2,1,2,4,5,2,2,82,10,8,0,1,3.68,Machine Learning,No,2337989
87.2,74.9,4916,Female,1,0.2,Civil,Top IIT,2,1,1,4,2,2,1,95,4,9,2,1,6.39,Other,No,2341940
92.2,86.2,6084,Female,1,0.5,Mechanical,Top IIT,1,1,0,3,4,1,4,110,3,14,1,2,5.39,Full Stack,Yes,2445860
89.3,88.7,1061,Male,2,1.3,Electrical,Top IIT,2,3,1,3,5,3,6,89,9,11,0,4,7.61,Android Development,No,3825335
79.9,75.3,4129,Male,3,1.9,Mechanical,Top IIT,4,4,4,3,2,2,1,74,9,9,1,2,4.38,Other,Yes,3045947
68.2,60.0,13932,Male,1,0.3,Mechanical,Mid IIT,1,1,2,2,4,4,3,61,8,8,4,0,7.43,Full Stack,Yes,1476517
80.4,81.9,3898,Male,0,0.0,Computer Science,Top IIT,1,1,1,5,4,4,1,94,5,13,4,2,4.01,Machine Learning,No,3922901
73.3,75.5,12152,Female,2,0.2,Computer Science,Top IIT,1,2,2,4,3,3,2,70,2,13,4,3,4.8,Other,Yes,4765821
90.6,83.6,13688,Female,2,1.2,Computer Science,Top IIT,4,2,2,4,3,2,1,141,3,11,1,0,6.31,Other,Yes,4709771
84.2,79.8,6052,Male,0,0.0,Computer Science,Top IIT,1,1,1,3,4,3,3,49,5,12,4,3,5.5,Full Stack,No,3786782
80.6,79.1,2331,Male,0,0.0,Computer Science,Top IIT,1,1,0,3,3,2,6,80,6,12,3,1,2.41,Machine Learning,No,3939844
94.8,100.0,750,Male,1,1.0,Mechanical,Top IIT,1,3,4,4,4,4,3,115,5,11,2,0,5.42,Other,No,2601282
86.4,72.9,6866,Female,2,0.3,Computer Science,Top IIT,2,2,2,5,4,1,3,108,5,7,1,1,7.4,Full Stack,No,5118813
84.4,98.2,9462,Female,0,0.0,Electrical,Top IIT,0,1,1,5,3,3,4,96,7,8,2,3,9.22,Android Development,Yes,2495004
91.2,82.0,1103,Female,1,0.5,Mechanical,Top IIT,2,3,1,2,5,5,2,62,3,12,2,1,3.56,Other,Yes,2830301
91.6,86.2,1217,Female,2,1.3,Electronics,Top IIT,2,1,2,3,3,4,1,68,8,9,3,0,3.7,Android Development,Yes,3844522
85.3,80.0,8984,Female,1,0.7,Computer Science,Top IIT,1,2,1,4,2,3,4,48,6,13,6,2,6.83,Other,No,4420843
97.7,98.3,2163,Female,2,1.3,Mechanical,Top IIT,2,2,1,4,2,3,5,95,6,11,3,1,8.11,Full Stack,No,3122532
71.2,60.0,7442,Female,3,2.6,Electrical,Top IIT,6,2,1,3,5,4,1,114,3,6,3,2,6.0,Full Stack,No,3244596
83.9,80.0,7758,Female,1,0.8,Computer Science,Top IIT,2,2,3,4,4,4,1,44,6,7,1,0,6.77,Other,No,4724632
85.0,82.1,14527,Male,1,0.2,Mechanical,Top IIT,1,1,3,4,3,3,4,76,2,12,2,2,8.6,Android Development,Yes,2692603
96.1,85.1,1085,Female,0,0.0,Computer Science,Top IIT,0,1,3,2,2,4,1,71,6,11,1,1,3.12,Full Stack,Yes,3588569
93.6,95.3,12378,Male,1,0.2,Electrical,Top IIT,2,1,2,3,3,4,2,75,2,7,1,1,5.27,Other,No,3787199
82.4,65.2,5274,Female,1,0.9,Electrical,Top IIT,1,2,5,5,3,4,0,49,2,9,2,2,8.45,Machine Learning,No,3666855
89.3,92.9,56000,Female,0,0.0,Computer Science,Top IIT,2,1,1,4,3,3,2,72,4,9,1,0,3.3,Machine Learning,Yes,3825323
88.9,73.9,7183,Male,3,1.3,Computer Science,Top IIT,3,2,1,4,3,5,6,107,4,11,3,0,5.54,Android Development,No,4864295
85.7,84.2,3880,Male,1,0.1,Electronics,Top IIT,2,1,1,4,3,3,1,110,4,6,4,2,6.62,Android Development,Yes,3464411
84.4,85.8,18745,Female,0,0.0,Electronics,Top IIT,2,1,0,3,5,3,0,52,2,11,1,1,7.43,Machine Learning,No,3175323
92.9,88.1,69635,Male,0,0.0,Electrical,NIT,1,1,1,2,3,3,1,81,9,11,2,1,3.29,Full Stack,No,767727
87.5,77.1,6842,Male,1,0.7,Electrical,Top IIT,0,2,3,3,4,3,1,58,2,8,0,0,5.61,Other,No,2482606
79.1,75.4,5719,Male,0,0.0,Computer Science,Top IIT,1,2,0,4,3,4,4,56,3,5,2,1,6.09,Full Stack,No,3143574
93.8,91.3,9098,Female,1,0.7,Computer Science,Mid IIT,0,4,2,5,4,4,1,63,7,5,3,2,3.88,Other,Yes,1983212
84.6,79.2,34060,Female,2,1.2,Electrical,Top IIT,3,1,1,4,4,3,3,74,2,23,2,2,7.69,Android Development,No,3343154
65.3,63.7,4931,Female,0,0.0,Computer Science,Top IIT,3,1,4,3,4,3,3,86,6,6,2,2,5.7,Machine Learning,Yes,4613173
83.5,78.1,5696,Male,0,0.0,Computer Science,Top IIT,1,1,2,3,4,3,3,72,4,11,2,1,2.36,Android Development,No,4280956
65.9,60.0,956,Female,3,2.4,Mechanical,Top IIT,2,2,5,4,5,3,1,96,8,9,2,0,9.67,Other,Yes,3998761
79.5,77.3,3436,Female,1,0.1,Computer Science,Top IIT,1,1,0,3,3,3,0,91,6,11,2,0,6.08,Other,Yes,3739296
92.6,88.8,76249,Female,1,0.0,Computer Science,Mid IIT,2,2,0,2,4,3,0,85,4,9,5,3,6.66,Machine Learning,No,2672178
75.9,64.2,2031,Male,0,0.0,Electrical,Top IIT,1,2,0,3,4,2,2,66,7,9,5,3,5.81,Full Stack,No,3090328
88.3,86.8,21224,Female,0,0.0,Computer Science,Top IIT,3,2,0,2,2,2,2,124,5,11,6,1,8.09,Android Development,No,3070904
87.5,85.9,5149,Female,0,0.0,Mechanical,Top IIT,1,2,1,4,4,2,5,105,7,14,1,6,5.58,Other,Yes,2693944
88.3,73.6,3400,Male,1,0.4,Mechanical,Top IIT,0,1,0,3,2,3,2,151,2,9,2,1,7.47,Other,No,2634890
81.5,88.4,3152,Male,0,0.0,Electrical,Mid IIT,1,2,5,3,5,2,4,119,8,10,3,1,5.7,Android Development,No,1469919
77.2,64.5,9373,Female,0,0.0,Electronics,Mid IIT,0,1,2,3,4,4,2,42,11,9,4,0,4.4,Machine Learning,No,1428174
67.2,79.6,17573,Male,1,0.1,Computer Science,Top IIT,2,1,4,3,2,4,1,45,5,11,2,1,8.09,Machine Learning,Yes,4246582
66.4,70.9,18206,Female,1,0.5,Computer Science,Mid IIT,1,2,4,3,4,3,1,60,6,7,1,1,5.42,Machine Learning,No,2748422
80.7,72.3,11037,Female,1,0.9,Electrical,Top IIT,0,3,2,2,4,5,1,62,6,4,3,2,3.31,Other,No,2873710
74.9,72.0,11198,Female,3,2.7,Electrical,Top IIT,4,3,1,4,5,2,2,97,3,5,5,1,7.85,Android Development,No,3493401
82.3,81.1,1256,Female,2,0.6,Mechanical,Top IIT,5,1,1,4,3,4,0,51,5,12,3,1,7.93,Other,No,2396280
90.3,78.7,4828,Female,0,0.0,Computer Science,Top IIT,1,1,1,4,4,2,0,101,5,12,6,2,9.04,Machine Learning,No,3853431
73.4,80.2,2875,Female,1,0.3,Electrical,Top IIT,1,1,1,3,3,3,4,7,3,5,1,2,2.29,Machine Learning,Yes,3014725
74.6,76.1,41272,Female,0,0.0,Electronics,Top IIT,1,2,3,4,4,3,1,54,3,10,1,2,5.76,Other,Yes,3766079
86.6,88.8,3996,Male,0,0.0,Computer Science,Top IIT,2,1,2,3,4,2,1,66,2,5,0,2,2.94,Full Stack,No,4797776
79.2,85.2,5538,Female,1,0.9,Mechanical,Mid IIT,3,3,2,3,3,2,0,104,7,10,5,1,7.96,Machine Learning,No,1514308
92.3,92.7,24362,Female,0,0.0,Computer Science,Top IIT,0,1,3,2,3,3,5,65,6,8,6,2,6.12,Other,Yes,4423218
75.6,66.5,3901,Male,1,0.6,Mechanical,Mid IIT,0,1,1,3,3,2,2,86,4,4,5,0,7.4,Machine Learning,Yes,1229245
71.5,60.0,2674,Male,0,0.0,Computer Science,Top IIT,1,1,0,3,4,5,4,75,3,10,0,3,8.5,Android Development,Yes,3849267
95.3,92.0,13194,Male,2,1.9,Mechanical,Mid IIT,3,2,4,5,3,3,2,132,4,11,3,1,2.02,Other,Yes,1595365
78.2,68.5,5418,Female,0,0.0,Electronics,Top IIT,3,1,5,3,2,3,2,60,6,7,5,1,7.02,Machine Learning,No,3528407
79.6,79.8,2002,Male,2,1.4,Civil,Top IIT,4,3,2,3,2,4,1,85,2,7,1,3,7.31,Android Development,Yes,2859593
82.7,72.0,4081,Male,1,0.1,Computer Science,Top IIT,1,1,6,4,4,2,2,138,2,16,0,2,2.34,Full Stack,No,5587259
84.3,79.6,2471,Female,2,0.3,Civil,Top IIT,3,1,2,2,4,1,3,113,4,12,4,2,6.34,Full Stack,No,2415828
91.5,100.0,13177,Male,0,0.0,Electrical,Mid IIT,2,1,1,5,4,5,0,130,3,8,5,1,3.37,Full Stack,No,1232944
87.9,87.4,7719,Male,0,0.0,Computer Science,Top IIT,1,2,3,3,4,2,4,47,5,12,4,3,2.03,Other,Yes,3880844
76.4,80.3,12282,Female,1,0.2,Computer Science,Top IIT,2,1,1,4,4,4,1,81,3,15,1,0,5.49,Full Stack,Yes,4485029
84.0,83.0,921,Female,0,0.0,Electrical,Top IIT,1,1,2,4,3,4,2,83,3,11,6,4,6.67,Full Stack,Yes,2728445
82.2,64.7,8297,Female,2,1.2,Computer Science,Top IIT,3,3,5,5,4,4,0,56,3,10,0,2,6.08,Machine Learning,No,6710846
85.6,79.9,5892,Male,1,0.6,Computer Science,Top IIT,3,1,0,3,4,2,4,68,4,6,3,1,8.58,Full Stack,No,4699002
77.8,85.6,684,Female,2,1.3,Electrical,Top IIT,4,3,1,4,5,3,2,122,2,9,1,0,6.34,Android Development,No,3628271
91.6,71.9,1681,Female,1,1.0,Computer Science,Top IIT,2,3,5,2,4,2,2,104,3,15,1,0,5.2,Other,No,4902600
84.6,80.6,11765,Male,0,0.0,Electrical,Top IIT,2,1,0,3,5,2,1,136,4,8,3,0,7.45,Machine Learning,No,2369498
66.3,61.3,17175,Female,0,0.0,Mechanical,Top IIT,0,1,3,3,4,1,4,106,4,5,4,1,6.52,Android Development,No,2487607
87.2,84.1,6382,Male,0,0.0,Mechanical,Mid IIT,1,1,2,2,4,4,1,54,5,12,4,1,2.93,Android Development,No,1191757
90.5,89.0,1769,Female,0,0.0,Computer Science,Top IIT,1,1,0,3,5,4,2,61,5,15,4,2,6.59,Machine Learning,Yes,3623189
61.3,60.0,8989,Female,0,0.0,Computer Science,Top IIT,1,1,2,4,4,3,1,51,9,9,4,0,4.33,Machine Learning,Yes,4292475
85.0,84.0,2810,Female,0,0.0,Computer Science,Top IIT,0,2,3,3,3,1,2,43,3,12,3,2,7.07,Full Stack,No,4480822
67.9,65.3,30775,Female,1,0.5,Mechanical,Top IIT,4,1,0,3,4,3,0,96,2,6,2,4,9.54,Machine Learning,No,2309361
87.2,77.7,1196,Female,0,0.0,Mechanical,Top IIT,1,2,5,3,5,3,1,36,5,8,4,0,8.89,Other,No,2511804
78.3,77.4,1716,Female,1,0.9,Computer Science,Top IIT,3,3,2,3,3,4,3,149,5,11,3,2,4.77,Other,Yes,3930201
95.8,84.8,10304,Male,1,0.9,Computer Science,Top IIT,2,1,0,4,4,4,5,64,4,6,3,0,5.59,Android Development,Yes,4347907
87.5,98.9,4071,Female,2,0.9,Mechanical,Top IIT,4,3,1,4,4,3,4,68,4,13,5,1,7.0,Full Stack,Yes,2808066
74.8,75.1,9269,Female,1,0.5,Mechanical,Top IIT,1,2,1,4,3,4,2,113,4,10,4,1,4.33,Full Stack,Yes,2337013
80.3,76.3,48518,Female,0,0.0,Electrical,Mid IIT,0,1,1,4,4,2,1,102,3,14,5,0,7.15,Other,Yes,1455765
71.8,65.7,5439,Male,0,0.0,Computer Science,Mid IIT,0,1,0,5,4,1,4,123,5,7,3,2,5.36,Full Stack,Yes,1516012
90.3,86.5,52059,Male,0,0.0,Computer Science,Top IIT,1,1,2,3,4,3,4,106,5,12,4,2,2.63,Machine Learning,Yes,3862454
85.2,84.1,7980,Female,1,0.5,Computer Science,Top IIT,1,1,2,4,4,2,4,26,8,10,3,0,8.53,Android Development,No,5127386
99.8,87.3,10693,Male,0,0.0,Electrical,Top IIT,2,1,1,3,4,3,3,94,8,7,3,1,6.64,Full Stack,Yes,2601430
92.9,89.0,2701,Male,1,0.2,Computer Science,Top IIT,2,2,2,3,3,4,2,47,9,13,2,1,2.92,Machine Learning,No,5160589
73.5,60.0,1485,Male,0,0.0,Computer Science,Top IIT,0,1,1,3,3,2,1,102,2,12,1,1,7.87,Full Stack,Yes,4544858
90.9,99.3,2727,Female,3,1.6,Computer Science,Top IIT,1,2,2,2,3,2,3,131,6,7,0,4,6.23,Machine Learning,Yes,5980300
62.0,64.6,10696,Male,0,0.0,Mechanical,Top IIT,1,1,2,3,4,3,5,77,1,10,5,1,9.27,Android Development,Yes,2665506
83.3,80.4,6591,Male,0,0.0,Electrical,Top IIT,0,1,3,3,2,3,1,67,4,10,5,2,4.42,Other,Yes,3184232
66.9,70.6,1097,Female,3,1.3,Electronics,Top IIT,2,2,2,5,3,3,2,75,8,7,2,0,4.6,Android Development,No,4561374
63.2,60.0,4101,Female,1,0.6,Electrical,Top IIT,2,1,0,2,2,4,3,94,5,14,0,1,2.98,Android Development,No,3316155
