10th_percent,12th_percent,jee_rank,gender,cgpa,college_tier,college_name,branch,experience,experience_field,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,domain,referral,salary
81.7,73.5,18106,Female,8.25,Tier 2 - Mid Colleges,Thapar University,Other,2,3,7,4,4,3,3,1,1,196,7,16,1,0,Management,No,1961403
95.8,83.9,50982,Female,9.5,Tier 3 - Private/State,SRM Chennai,ME,2,1,4,1,2,2,3,1,1,192,12,10,5,2,Thermal Engineering,No,1110333
84.1,70.9,9751,Male,7.94,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,3,0,5,1,1,2,4,3,1,250,5,9,2,1,Data Science,No,3892216
90.3,91.5,19249,Male,8.43,Tier 2 - Mid Colleges,Thapar University,Other,2,2,2,2,2,3,3,4,0,210,3,18,1,4,Research,No,1898623
83.8,81.1,6779,Other,9.74,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,0,0,3,1,0,2,4,4,3,102,2,13,2,0,VLSI Design,No,3680781
97.0,80.3,4550,Other,7.09,Tier 1 - Other IIT/Top NIT,NIT Trichy,EE,2,2,3,2,0,3,4,3,2,210,4,7,5,2,Renewable Energy,No,2870087
78.2,71.4,105654,Female,9.31,Tier 4 - Other,Local State College,Other,0,0,4,1,2,4,3,4,1,88,5,11,1,1,Research,No,781022
88.9,91.4,5146,Male,8.97,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ME,1,1,4,1,2,4,4,2,2,156,7,7,3,4,Robotics,No,2790685
95.6,70.3,4479,Other,8.46,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,0,0,3,1,2,4,4,3,1,90,9,6,1,1,IoT Development,No,3210417
84.5,79.7,84200,Female,7.72,Tier 3 - Private/State,PES University,EE,2,1,6,2,1,3,4,4,2,187,10,11,2,2,Smart Grids,No,1313502
81.5,86.7,9866,Other,6.82,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,0,0,2,1,0,3,4,2,0,100,4,13,4,5,Embedded Systems,No,2890626
78.4,70.6,8461,Male,9.54,Tier 1 - Other IIT/Top NIT,IIT Guwahati,EE,1,2,3,2,2,5,3,4,0,152,8,9,2,3,Power Systems,No,3007218
86.6,67.4,83651,Male,8.87,Tier 3 - Private/State,PES University,EE,1,2,5,3,1,2,1,2,1,141,10,17,4,3,Renewable Energy,No,1141910
85.8,81.3,8280,Other,9.93,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,1,0,3,1,1,4,3,3,3,147,2,5,3,1,Cyber Security,No,3665878
81.9,79.4,35801,Female,8.49,Tier 2 - Mid Colleges,NIT Calicut,CSE,2,0,3,1,1,3,3,3,1,203,4,16,2,5,Data Science,No,2442288
85.3,70.1,250000,Other,7.58,Tier 4 - Other,Private Engineering College,EE,4,2,5,3,3,2,2,4,2,301,8,16,4,6,Power Systems,No,806663
84.5,73.1,5568,Other,8.1,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,2,0,6,1,1,2,3,2,3,166,9,16,2,1,IoT Development,Yes,3289823
72.2,75.6,70653,Other,9.76,Tier 3 - Private/State,VIT Vellore,ECE,2,0,3,1,2,2,3,2,1,206,5,10,2,4,VLSI Design,No,1514905
99.4,81.0,25057,Other,8.15,Tier 2 - Mid Colleges,BIT Mesra,EE,0,0,7,1,1,3,3,3,0,98,1,9,5,2,Smart Grids,No,1710516
80.8,76.1,8245,Female,8.48,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,2,3,6,4,2,3,3,3,2,159,3,10,3,1,Embedded Systems,Yes,4107302
76.5,83.9,106941,Other,8.54,Tier 4 - Other,Local State College,ME,2,0,4,1,3,3,3,3,2,199,5,8,4,0,Thermal Engineering,No,747053
74.2,79.9,27589,Other,8.02,Tier 2 - Mid Colleges,NSUT Delhi,ME,2,0,3,1,1,2,3,2,2,192,4,7,2,3,Thermal Engineering,No,1750516
77.9,92.9,7959,Female,9.57,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,3,2,6,3,0,1,2,2,0,246,12,11,3,4,Full Stack,Yes,3956036
83.3,82.4,24767,Female,8.31,Tier 2 - Mid Colleges,DTU Delhi,CSE,0,0,1,1,2,1,3,1,0,109,3,11,2,0,Cyber Security,No,2121664
92.6,70.9,214599,Female,7.76,Tier 4 - Other,Local State College,CSE,2,2,4,2,0,3,3,3,3,197,7,12,4,2,Full Stack,No,960786
85.7,88.4,24729,Other,8.42,Tier 2 - Mid Colleges,NIT Rourkela,CSE,2,0,6,1,1,3,3,4,0,174,7,9,4,4,Cyber Security,No,2439127
81.1,75.7,56183,Other,8.49,Tier 3 - Private/State,KIIT Bhubaneswar,ME,3,1,5,2,3,3,3,2,0,218,6,13,0,3,Automotive,No,1279348
83.2,77.9,27758,Other,8.4,Tier 2 - Mid Colleges,DTU Delhi,ECE,3,1,3,1,1,2,4,3,5,237,9,15,4,0,Embedded Systems,No,2278619
87.0,79.4,250000,Male,8.9,Tier 4 - Other,Community College,EE,3,2,5,3,1,4,1,2,2,228,10,7,3,8,Renewable Energy,No,758341
90.5,91.5,13810,Male,8.58,Tier 2 - Mid Colleges,NIT Calicut,CSE,3,2,1,2,4,2,3,2,5,233,4,13,4,2,Cyber Security,No,2413768
78.1,73.3,11365,Male,8.15,Tier 2 - Mid Colleges,BIT Mesra,EE,0,0,3,1,2,4,4,3,1,108,2,15,3,3,Smart Grids,No,1785133
88.8,88.6,14647,Other,9.21,Tier 2 - Mid Colleges,NSUT Delhi,ECE,1,0,9,1,2,2,2,1,1,152,1,11,0,3,VLSI Design,No,2230040
80.1,83.5,11981,Other,9.21,Tier 2 - Mid Colleges,NIT Rourkela,EE,0,0,2,1,5,4,4,5,1,109,4,15,3,1,Power Systems,No,1900653
87.0,80.0,7398,Other,7.77,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,2,3,12,5,0,3,2,3,3,207,8,10,3,3,Data Science,Yes,4634992
87.3,86.5,40699,Female,8.53,Tier 3 - Private/State,SRM Chennai,EE,0,0,5,1,1,4,4,1,1,96,8,8,2,2,Power Systems,No,1071226
99.7,80.1,3472,Female,8.86,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,3,3,5,4,2,2,3,5,3,248,4,11,2,4,Embedded Systems,No,3719453
83.8,71.9,197486,Male,9.13,Tier 4 - Other,Local State College,CSE,1,0,1,1,3,3,2,2,1,130,3,10,1,5,Cyber Security,Yes,1045595
80.9,104.4,91886,Male,7.61,Tier 3 - Private/State,Jadavpur University,ECE,3,4,4,4,1,3,3,2,1,271,5,12,3,4,Embedded Systems,No,1534972
83.0,84.7,15567,Male,9.93,Tier 2 - Mid Colleges,NIT Rourkela,ME,2,0,11,2,2,2,4,2,2,198,7,11,0,2,Robotics,No,1941131
84.1,78.8,18505,Female,7.67,Tier 2 - Mid Colleges,DTU Delhi,CSE,1,0,14,2,1,3,4,2,1,172,3,11,2,0,Machine Learning,Yes,2863592
81.7,81.0,41016,Female,7.63,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,0,0,4,1,0,4,3,1,0,95,7,14,3,3,Embedded Systems,Yes,1412541
78.5,85.3,4481,Other,9.13,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,1,1,4,1,1,4,4,2,3,161,6,6,3,2,IoT Development,Yes,3590216
80.2,86.3,40273,Female,8.18,Tier 3 - Private/State,VIT Vellore,CSE,1,0,3,1,0,2,1,3,0,148,4,8,1,1,Cyber Security,No,1450692
83.3,86.8,6310,Male,9.68,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,1,0,5,1,4,3,3,2,1,150,6,5,3,2,Data Science,Yes,4025961
87.2,82.2,9319,Female,7.36,Tier 1 - Other IIT/Top NIT,NIT Surathkal,EE,1,2,3,2,2,1,3,3,1,137,2,8,3,2,Renewable Energy,No,2648442
81.9,67.9,194111,Male,8.02,Tier 4 - Other,Local State College,EE,2,4,2,4,0,4,1,2,4,211,6,12,4,1,Smart Grids,No,767857
82.3,83.9,8834,Female,8.2,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ME,1,0,3,1,1,2,2,3,2,149,7,10,1,1,Thermal Engineering,No,2653853
84.4,90.3,18397,Male,8.35,Tier 2 - Mid Colleges,NSUT Delhi,Other,1,2,2,2,1,2,3,1,0,148,5,14,2,5,Research,No,1696244
81.6,81.5,30214,Female,8.8,Tier 2 - Mid Colleges,DTU Delhi,ME,0,0,3,1,1,4,3,3,2,107,6,6,0,0,Thermal Engineering,Yes,2019840
84.9,78.5,11780,Male,8.09,Tier 2 - Mid Colleges,DTU Delhi,CSE,4,5,10,5,1,4,3,2,4,312,5,9,7,1,Machine Learning,No,2936943
91.0,83.3,52371,Other,8.2,Tier 3 - Private/State,Jadavpur University,EE,2,2,4,2,1,4,2,2,2,192,4,9,4,0,Power Systems,Yes,1329510
90.7,71.8,15448,Male,10.0,Tier 2 - Mid Colleges,DTU Delhi,ME,1,1,5,2,4,3,3,2,3,155,5,19,2,0,Thermal Engineering,Yes,2170652
83.2,70.8,9057,Male,7.34,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,5,1,8,2,5,3,4,2,2,378,6,19,2,2,Core Engineering,Yes,3232599
82.1,80.0,43674,Male,8.05,Tier 3 - Private/State,SRM Chennai,CSE,2,1,2,1,5,3,4,2,1,189,7,10,4,0,Cyber Security,Yes,1728435
84.6,82.1,69227,Other,8.51,Tier 3 - Private/State,PES University,ME,4,2,7,3,4,5,3,3,5,303,7,16,1,10,Automotive,No,1338307
76.7,82.6,2776,Female,9.32,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,3,2,10,4,2,3,3,3,2,267,6,15,6,3,Robotics,Yes,3564172
81.0,83.8,73093,Female,9.61,Tier 3 - Private/State,SRM Chennai,ECE,1,0,9,1,4,4,4,3,2,155,7,17,0,4,IoT Development,No,1489271
86.4,66.5,47245,Other,8.47,Tier 3 - Private/State,SRM Chennai,CSE,1,0,3,1,0,1,4,2,1,135,5,15,3,4,Machine Learning,Yes,1860210
81.0,73.5,24198,Male,9.39,Tier 2 - Mid Colleges,NIT Rourkela,CSE,1,1,2,1,0,4,3,3,2,155,4,11,2,2,Data Science,Yes,2739777
81.4,79.3,4000,Male,8.13,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,0,0,3,1,2,2,3,2,0,99,3,22,4,4,Research,No,2461686
85.1,76.0,37563,Male,8.96,Tier 2 - Mid Colleges,NIT Calicut,Other,4,3,4,3,2,3,3,2,3,288,4,14,5,2,Core Engineering,No,1973019
78.2,86.2,5536,Female,9.38,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,1,0,2,1,2,4,3,3,1,155,5,14,0,4,Machine Learning,No,3942765
87.0,80.6,4644,Female,8.75,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ME,1,0,2,1,0,3,3,3,1,122,5,13,2,1,Automotive,No,2493932
85.9,80.4,15592,Male,8.96,Tier 2 - Mid Colleges,BIT Mesra,Other,0,0,3,1,2,3,3,3,2,86,4,15,0,3,Core Engineering,No,1783288
84.1,82.1,10268,Female,9.25,Tier 2 - Mid Colleges,NIT Rourkela,EE,0,0,3,1,2,3,3,2,0,94,4,12,4,2,Power Systems,No,1683441
90.2,88.1,6226,Female,10.0,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,0,0,2,1,0,3,2,2,2,106,7,10,3,1,VLSI Design,No,3500438
88.2,79.5,49963,Male,8.78,Tier 3 - Private/State,VIT Vellore,EE,1,1,7,2,1,3,2,1,1,157,5,8,3,2,Renewable Energy,No,1129913
82.8,84.4,52723,Male,9.28,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,2,2,3,2,0,2,2,1,1,203,4,12,4,6,VLSI Design,No,1525580
82.2,88.8,58735,Male,9.17,Tier 3 - Private/State,SRM Chennai,Other,2,2,2,2,1,3,2,1,3,218,6,9,2,2,Research,No,1151085
90.3,81.1,26781,Female,8.06,Tier 2 - Mid Colleges,NIT Rourkela,EE,1,0,2,1,5,5,3,3,1,167,6,8,5,1,Power Systems,No,1882851
79.4,67.6,8073,Other,8.51,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,0,0,3,1,1,3,3,4,1,104,4,12,2,2,IoT Development,Yes,3527738
86.6,78.1,1799,Other,8.39,Tier 1 - Top IIT,IIT Bombay,Other,2,0,4,1,5,3,2,5,1,216,8,9,2,1,Management,No,4362007
85.6,85.0,93920,Female,8.87,Tier 3 - Private/State,Jadavpur University,ME,0,0,2,1,1,3,3,2,0,106,1,8,2,1,Thermal Engineering,No,1178104
90.2,80.3,12580,Male,8.66,Tier 2 - Mid Colleges,BIT Mesra,EE,3,1,0,1,1,2,3,1,3,251,11,18,6,3,Power Systems,No,1693313
90.6,75.6,102856,Female,8.43,Tier 4 - Other,Regional Institute,Other,3,1,6,2,5,4,2,3,0,225,8,15,2,4,Research,No,846847
80.7,76.9,31905,Female,8.96,Tier 2 - Mid Colleges,NSUT Delhi,CSE,0,0,3,1,2,1,3,4,1,107,6,19,2,0,Machine Learning,No,2655904
83.2,61.5,32327,Female,8.57,Tier 2 - Mid Colleges,NIT Rourkela,CSE,2,2,3,2,4,5,3,4,1,188,7,18,2,3,Cyber Security,No,2710049
88.8,87.2,5714,Male,9.64,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,1,0,8,1,1,3,3,3,0,154,10,9,5,2,Data Science,No,3804742
84.9,77.6,54827,Female,8.13,Tier 3 - Private/State,VIT Vellore,EE,2,3,4,3,2,4,4,3,2,191,4,17,3,3,Power Systems,No,1326994
87.7,74.9,6316,Other,8.36,Tier 1 - Other IIT/Top NIT,IIT Roorkee,EE,0,0,1,1,1,3,4,4,1,119,5,11,2,4,Power Systems,No,2665507
82.1,77.9,12225,Male,7.58,Tier 2 - Mid Colleges,DTU Delhi,CSE,1,0,4,1,4,3,2,1,2,137,5,10,5,4,Cyber Security,No,2241544
81.4,80.7,10350,Other,8.73,Tier 2 - Mid Colleges,NSUT Delhi,Other,2,2,6,3,2,4,2,3,2,218,7,14,4,5,Management,No,2033628
79.7,80.1,5411,Female,7.79,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,EE,1,1,4,1,0,3,3,1,1,148,10,13,1,3,Smart Grids,No,2458744
86.9,64.5,20930,Female,8.27,Tier 2 - Mid Colleges,NIT Rourkela,ME,0,0,5,1,1,4,3,2,1,97,5,6,1,2,Automotive,No,1797209
86.8,78.2,10904,Male,8.34,Tier 2 - Mid Colleges,NIT Rourkela,Other,1,1,2,1,1,5,3,1,0,161,8,7,3,3,Management,No,1686597
88.6,77.6,3976,Other,8.14,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,CSE,3,3,5,4,4,3,2,5,0,263,8,13,3,2,Machine Learning,No,4516168
78.5,92.2,122068,Male,8.5,Tier 4 - Other,Private Engineering College,Other,3,4,12,5,2,2,3,4,4,222,10,16,2,4,Research,No,924618
87.5,78.9,42752,Female,7.81,Tier 3 - Private/State,SRM Chennai,Other,2,0,3,1,1,2,4,3,1,209,3,13,3,1,Research,No,1125572
86.0,90.7,216179,Other,8.88,Tier 4 - Other,Regional Institute,ME,2,1,5,2,1,3,3,3,3,213,6,15,0,2,Thermal Engineering,No,795739
79.3,80.0,45262,Other,8.87,Tier 3 - Private/State,VIT Vellore,CSE,3,1,7,2,0,2,2,2,3,233,4,7,1,7,Cyber Security,No,1548757
82.8,69.1,2871,Other,8.69,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,1,0,5,1,0,2,3,3,0,137,7,5,3,2,Management,Yes,3089734
85.7,78.4,140142,Male,8.2,Tier 4 - Other,Local State College,CSE,0,0,1,1,0,3,2,3,3,110,4,13,2,0,Machine Learning,No,1021559
86.5,80.8,112007,Male,8.37,Tier 4 - Other,Private Engineering College,Other,1,1,1,1,3,3,3,3,1,142,9,9,4,4,Management,No,776761
86.8,67.5,10051,Other,9.01,Tier 2 - Mid Colleges,NIT Rourkela,CSE,1,0,8,1,0,3,2,3,0,181,4,11,0,2,Data Science,Yes,2783054
88.7,75.8,10670,Other,9.05,Tier 2 - Mid Colleges,BIT Mesra,ECE,4,2,2,2,4,3,3,1,1,298,8,10,4,6,VLSI Design,No,2554825
94.5,80.7,39137,Male,8.51,Tier 2 - Mid Colleges,NSUT Delhi,ME,2,0,4,1,1,2,3,1,2,194,6,13,2,3,Robotics,No,1621330
82.8,91.9,10497,Female,8.12,Tier 2 - Mid Colleges,BIT Mesra,Other,3,1,3,1,1,2,3,1,2,281,11,11,3,1,Core Engineering,No,1780384
93.5,67.3,8062,Male,9.88,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,EE,1,1,4,1,3,3,5,3,0,136,6,8,2,3,Smart Grids,No,2703306
84.1,91.9,1529,Female,9.45,Tier 1 - Top IIT,IIT Bombay,Other,3,1,6,2,3,3,4,2,2,256,7,15,3,4,Research,No,4315557
80.3,77.8,26615,Male,7.87,Tier 2 - Mid Colleges,NIT Calicut,CSE,1,1,4,1,1,3,4,5,0,172,4,10,1,1,Cyber Security,No,2409515
89.2,80.4,5532,Other,9.49,Tier 1 - Other IIT/Top NIT,NIT Trichy,EE,1,0,8,1,0,3,3,2,2,144,3,7,4,1,Smart Grids,No,2555585
77.4,90.2,7004,Other,9.45,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,1,1,3,1,0,3,3,2,1,144,13,11,2,3,VLSI Design,No,3560813
86.6,80.7,4464,Other,8.89,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,0,0,3,1,1,3,2,1,0,103,5,7,1,0,Data Science,Yes,3869489
81.6,72.8,7383,Female,9.19,Tier 1 - Other IIT/Top NIT,NIT Warangal,ME,0,0,3,1,2,3,4,2,0,91,4,16,4,2,Thermal Engineering,No,2593315
89.8,76.1,118146,Other,9.27,Tier 4 - Other,Local State College,ME,1,2,2,2,3,2,3,4,1,149,4,21,1,0,Thermal Engineering,No,781497
82.6,75.8,28414,Male,8.77,Tier 2 - Mid Colleges,DTU Delhi,CSE,0,0,2,1,1,2,2,1,2,89,5,9,2,2,Cyber Security,Yes,2305474
79.7,82.3,152929,Male,6.95,Tier 4 - Other,Community College,ME,0,0,4,1,0,2,4,4,0,90,6,10,0,2,Thermal Engineering,No,753580
80.7,61.7,13096,Female,8.86,Tier 2 - Mid Colleges,Thapar University,ECE,0,0,1,1,1,4,2,1,0,111,4,7,4,4,Embedded Systems,No,2050491
72.4,69.1,146969,Female,9.12,Tier 4 - Other,Local State College,ME,3,2,11,4,4,4,2,3,2,231,12,11,2,4,Automotive,No,836310
87.4,81.8,111134,Male,8.03,Tier 4 - Other,Private Engineering College,CSE,1,1,2,1,3,3,3,2,0,147,5,9,0,3,Full Stack,No,880446
88.0,76.6,17631,Female,8.14,Tier 2 - Mid Colleges,NIT Rourkela,ECE,4,1,7,2,6,4,3,2,3,293,4,20,5,2,Embedded Systems,No,2243705
85.1,72.9,50980,Other,7.42,Tier 3 - Private/State,VIT Vellore,CSE,1,1,6,2,2,3,4,3,1,157,9,13,3,0,Machine Learning,No,1745210
87.4,76.8,20389,Other,6.38,Tier 2 - Mid Colleges,Thapar University,Other,2,2,3,2,3,3,4,3,0,208,6,9,1,1,Core Engineering,No,1854192
81.5,87.2,27394,Male,9.43,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,1,1,2,1,0,3,2,2,1,133,4,7,2,4,Full Stack,No,2061922
74.8,72.3,16624,Other,9.32,Tier 2 - Mid Colleges,NIT Rourkela,ECE,2,2,2,2,0,3,4,4,0,182,6,14,3,2,IoT Development,No,2298025
74.0,85.2,21773,Other,9.57,Tier 2 - Mid Colleges,NIT Calicut,ECE,0,0,0,1,0,3,4,1,1,121,7,18,3,0,VLSI Design,No,2291547
86.0,79.2,14212,Male,9.86,Tier 2 - Mid Colleges,Thapar University,Other,0,0,4,1,2,2,2,2,2,92,5,12,0,2,Management,No,1760305
87.4,77.4,52810,Male,7.98,Tier 3 - Private/State,VIT Vellore,CSE,2,2,5,3,0,3,4,2,3,217,7,9,0,1,Data Science,No,1668595
78.4,84.0,20816,Male,7.93,Tier 2 - Mid Colleges,Thapar University,EE,1,0,2,1,0,3,4,2,1,149,5,8,0,4,Power Systems,No,1776485
90.3,70.9,54910,Other,9.94,Tier 3 - Private/State,Manipal Institute,ME,1,0,3,1,2,1,3,3,0,158,3,9,1,3,Robotics,Yes,1328519
85.9,80.2,148660,Male,7.77,Tier 4 - Other,Private Engineering College,CSE,3,1,1,1,4,3,2,3,4,249,11,14,3,3,Machine Learning,No,1067656
82.8,97.3,8144,Male,7.24,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ME,1,0,5,1,1,3,2,2,2,153,7,9,2,2,Thermal Engineering,No,2495178
68.0,83.4,106544,Male,7.73,Tier 4 - Other,Regional Institute,CSE,2,0,3,1,2,2,3,3,1,202,5,9,6,1,Cyber Security,No,944940
90.1,82.3,2773,Male,8.25,Tier 1 - Other IIT/Top NIT,IIT Guwahati,EE,0,0,4,1,0,2,4,2,0,105,4,13,2,1,Power Systems,No,2472822
86.3,77.1,21015,Female,8.82,Tier 2 - Mid Colleges,NSUT Delhi,EE,2,4,3,4,0,3,4,3,4,216,3,7,3,2,Renewable Energy,No,1963679
94.3,79.1,22247,Male,8.97,Tier 2 - Mid Colleges,IIIT Bangalore,EE,2,0,7,1,1,4,4,2,1,183,9,3,2,1,Renewable Energy,No,1852132
82.0,79.7,250000,Male,8.89,Tier 4 - Other,Regional Institute,ME,0,0,2,1,1,3,3,2,3,91,5,12,2,0,Thermal Engineering,No,671889
82.8,80.1,10736,Other,8.38,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,1,3,1,2,3,1,3,0,144,4,14,3,1,Embedded Systems,No,2075531
85.2,86.4,54282,Male,8.75,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,3,2,6,3,1,4,3,3,2,242,7,15,6,2,IoT Development,No,1555834
82.8,71.5,44942,Male,8.65,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,2,1,5,2,0,2,4,4,0,198,7,12,3,2,VLSI Design,No,1659205
87.9,64.0,10923,Other,8.78,Tier 2 - Mid Colleges,NIT Calicut,EE,2,1,2,1,2,4,2,2,5,189,7,12,3,1,Power Systems,No,1718178
83.1,71.5,10569,Other,8.78,Tier 2 - Mid Colleges,Thapar University,CSE,2,1,3,1,1,2,3,3,1,176,5,16,2,0,Full Stack,No,2205405
86.7,79.7,6401,Other,7.62,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,0,0,2,1,2,4,3,2,1,102,3,9,1,1,Embedded Systems,No,2977141
84.9,84.4,21230,Male,8.9,Tier 2 - Mid Colleges,NSUT Delhi,CSE,1,1,0,1,2,3,4,5,2,143,6,9,1,2,Full Stack,No,2313833
93.1,77.5,26964,Other,10.0,Tier 2 - Mid Colleges,NIT Calicut,ECE,0,0,2,1,0,3,4,2,2,85,10,11,0,2,Embedded Systems,No,1992683
88.9,80.2,19365,Other,8.64,Tier 2 - Mid Colleges,BIT Mesra,ME,1,1,4,1,3,4,3,1,0,150,6,11,2,5,Automotive,Yes,1860023
84.1,78.1,4715,Female,7.93,Tier 1 - Other IIT/Top NIT,NIT Warangal,ME,0,0,6,1,1,4,1,3,1,102,2,12,2,1,Robotics,No,2511316
90.7,72.7,23610,Male,8.92,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,0,0,5,1,3,4,3,1,1,91,6,16,3,3,Embedded Systems,No,1958072
82.3,87.0,2484,Male,7.74,Tier 1 - Top IIT,IIT Delhi,EE,0,0,5,1,1,3,1,2,0,106,5,8,2,1,Power Systems,Yes,4468046
80.7,81.0,94474,Male,8.53,Tier 3 - Private/State,VIT Vellore,ME,2,3,3,3,3,3,3,1,0,213,6,14,3,2,Thermal Engineering,No,1213109
78.8,80.1,10641,Other,8.19,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,1,1,5,2,1,3,4,4,3,160,9,15,2,2,Full Stack,No,2345955
92.6,76.7,22319,Male,8.23,Tier 2 - Mid Colleges,BIT Mesra,ME,1,0,3,1,1,4,4,3,0,140,4,9,1,2,Automotive,No,1745734
86.1,87.1,121935,Other,8.36,Tier 4 - Other,Private Engineering College,ME,1,1,4,1,1,2,4,3,1,151,7,8,1,1,Automotive,No,716868
81.0,84.1,4954,Female,9.46,Tier 1 - Other IIT/Top NIT,NIT Trichy,ME,1,1,3,1,0,2,4,2,0,139,7,4,3,3,Thermal Engineering,No,2644979
84.5,74.5,7384,Male,9.43,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,1,1,2,1,0,3,3,3,0,151,3,7,4,2,VLSI Design,No,3580718
83.0,79.3,3073,Female,7.8,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ME,0,0,2,1,0,2,3,3,0,83,4,9,0,1,Robotics,No,2412870
86.3,77.2,13255,Other,8.17,Tier 2 - Mid Colleges,NIT Rourkela,CSE,1,0,5,1,2,2,3,4,1,159,9,14,5,2,Full Stack,No,2413155
88.6,81.0,12361,Female,8.63,Tier 2 - Mid Colleges,NIT Rourkela,EE,1,0,2,1,2,3,2,3,0,180,8,12,0,1,Power Systems,No,1861533
87.5,72.4,40280,Other,8.99,Tier 3 - Private/State,Manipal Institute,Other,2,2,3,2,1,2,3,3,4,220,6,11,5,0,Management,Yes,1326827
77.6,78.9,10309,Female,7.56,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,2,1,6,2,2,3,4,3,1,201,7,10,0,1,VLSI Design,No,2511143
82.1,80.4,11970,Male,8.74,Tier 2 - Mid Colleges,NIT Calicut,ECE,1,0,3,1,1,4,3,2,0,150,6,12,2,2,IoT Development,No,1994300
93.7,77.6,8427,Other,9.21,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,2,3,1,3,3,4,4,3,0,199,6,12,2,2,IoT Development,No,3469882
85.8,78.6,22124,Male,8.58,Tier 2 - Mid Colleges,BIT Mesra,ECE,0,0,1,1,2,3,2,3,3,86,0,13,2,1,VLSI Design,Yes,2665635
86.0,77.2,36504,Other,7.5,Tier 2 - Mid Colleges,NIT Rourkela,CSE,1,0,5,1,0,2,4,3,2,157,3,13,2,5,Data Science,No,2431852
84.6,80.4,21455,Male,8.51,Tier 2 - Mid Colleges,NIT Rourkela,ME,0,0,5,1,1,3,3,2,2,81,6,12,1,2,Robotics,No,1761927
92.8,86.8,70600,Male,8.6,Tier 3 - Private/State,VIT Vellore,CSE,3,2,5,3,3,2,3,2,3,250,3,15,3,3,Data Science,No,1709275
90.6,73.4,58085,Other,9.36,Tier 3 - Private/State,VIT Vellore,ME,4,4,5,5,4,3,3,3,2,281,7,8,2,2,Automotive,No,1461115
86.8,76.0,11538,Female,8.99,Tier 2 - Mid Colleges,Thapar University,CSE,2,1,3,1,1,3,2,2,1,201,5,11,2,2,Full Stack,No,2257984
87.6,81.3,48399,Other,9.07,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,2,4,5,5,0,2,4,3,2,201,7,10,4,1,Embedded Systems,No,1571128
86.0,86.3,7721,Female,8.17,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,2,0,3,1,2,4,2,2,3,198,6,7,0,2,IoT Development,No,2933715
85.6,86.1,15800,Male,7.61,Tier 2 - Mid Colleges,Thapar University,CSE,1,1,3,1,3,2,3,2,1,172,5,11,1,2,Full Stack,No,2069302
84.1,73.6,69274,Other,6.62,Tier 3 - Private/State,Manipal Institute,CSE,4,1,7,2,3,3,3,2,6,295,6,16,4,7,Cyber Security,No,1573265
